gameid,qtr,min,sec,off,def,down,togo,ydline,description,offscore,defscore,season
20120905_DAL@NYG,1,,0,DAL,NYG,,,,D.Bailey kicks 69 yards from DAL 35 to NYG -4. D.Wilson to NYG 16 for 20 yards (A.Holmes).,0,0,2012
20120905_DAL@NYG,1,59,56,NYG,DAL,1,10,84,(14:56) E.Manning pass incomplete deep left to H.Nicks.,0,0,2012
20120905_DAL@NYG,1,59,49,NYG,DAL,2,10,84,(14:49) E.Manning pass short middle to V.Cruz to NYG 21 for 5 yards (S.Lee) [J.Hatcher].,0,0,2012
20120905_DAL@NYG,1,59,5,NYG,DAL,3,5,79,(14:05) (Shotgun) E.Manning pass incomplete short middle to V.Cruz.,0,0,2012
20120905_DAL@NYG,1,58,58,NYG,DAL,4,5,79,(13:58) S.Weatherford punts 56 yards to DAL 23 Center-Z.DeOssie. D.Bryant to DAL 24 for 1 yard (Z.DeOssie).,0,0,2012
20120905_DAL@NYG,1,58,44,DAL,NYG,1,10,76,(13:44) D.Murray left guard to DAL 27 for 3 yards (C.Blackburn).,0,0,2012
20120905_DAL@NYG,1,58,7,DAL,NYG,2,7,73,(13:07) T.Romo sacked at DAL 19 for -8 yards (R.Bernard).,0,0,2012
20120905_DAL@NYG,1,57,27,DAL,NYG,3,15,81,(12:27) (Shotgun) T.Romo pass incomplete short left to F.Jones.,0,0,2012
20120905_DAL@NYG,1,57,21,DAL,NYG,4,15,81,(12:21) C.Jones punts 60 yards to NYG 21 Center-L.Ladouceur. D.Hixon to NYG 31 for 10 yards (A.Albright L.Vickers). PENALTY on NYG-J.Hosley Clipping 13 yards enforced at NYG 26. Officially a return for 5 yards.,0,0,2012
20120905_DAL@NYG,1,57,9,NYG,DAL,1,10,87,(12:09) A.Bradshaw left tackle to NYG 15 for 2 yards (J.Hatcher J.Price-Brent).,0,0,2012
20120905_DAL@NYG,1,56,31,NYG,DAL,2,8,85,(11:31) D.Wilson right tackle to NYG 18 for 3 yards (D.Ware S.Lee).,0,0,2012
20120905_DAL@NYG,1,55,50,NYG,DAL,3,5,82,(10:50) (Shotgun) E.Manning pass deep left to V.Cruz ran ob at NYG 44 for 26 yards (B.Carr).,0,0,2012
20120905_DAL@NYG,1,55,20,NYG,DAL,1,10,56,(10:20) E.Manning pass short middle to M.Bennett to DAL 47 for 9 yards (B.Carter).,0,0,2012
20120905_DAL@NYG,1,54,36,NYG,DAL,2,1,47,(9:36) PENALTY on NYG-V.Cruz False Start 5 yards enforced at DAL 47 - No Play.,0,0,2012
20120905_DAL@NYG,1,54,12,NYG,DAL,2,6,52,(9:12) E.Manning pass short right to M.Bennett to DAL 42 for 10 yards (S.Lee B.Carter).,0,0,2012
20120905_DAL@NYG,1,53,29,NYG,DAL,1,10,42,(8:29) A.Bradshaw left tackle to DAL 39 for 3 yards (D.Ware S.Lee).,0,0,2012
20120905_DAL@NYG,1,52,53,NYG,DAL,2,7,39,(7:53) E.Manning pass short left to H.Nicks pushed ob at DAL 31 for 8 yards (M.Claiborne).,0,0,2012
20120905_DAL@NYG,1,52,25,NYG,DAL,1,10,31,(7:25) A.Bradshaw right tackle to DAL 29 for 2 yards (D.Ware S.Lissemore).,0,0,2012
20120905_DAL@NYG,1,51,43,NYG,DAL,2,8,29,(6:43) D.Wilson left end to DAL 27 for 2 yards (S.Lee). FUMBLES (S.Lee) RECOVERED by DAL-B.Church at DAL 28. B.Church to DAL 34 for 6 yards (C.Snee). Officially a rush for 1 yard.,0,0,2012
20120905_DAL@NYG,1,51,33,DAL,NYG,1,10,66,(6:33) D.Murray left tackle to DAL 36 for 2 yards (L.Joseph R.Bernard).,0,0,2012
20120905_DAL@NYG,1,50,54,DAL,NYG,2,8,64,(5:54) (Shotgun) PENALTY on DAL-T.Smith False Start 5 yards enforced at DAL 36 - No Play.,0,0,2012
20120905_DAL@NYG,1,50,39,DAL,NYG,2,13,69,(5:39) (Shotgun) T.Romo pass short middle to M.Austin to DAL 40 for 9 yards (K.Rivers J.Hosley).,0,0,2012
20120905_DAL@NYG,1,50,1,DAL,NYG,3,4,60,(5:01) (Shotgun) T.Romo pass short right to K.Ogletree to NYG 46 for 14 yards (J.Williams K.Phillips).,0,0,2012
20120905_DAL@NYG,1,49,26,DAL,NYG,1,10,46,(4:26) PENALTY on DAL-J.Witten False Start 5 yards enforced at NYG 46 - No Play.,0,0,2012
20120905_DAL@NYG,1,49,9,DAL,NYG,1,15,51,(4:09) D.Murray left guard to NYG 46 for 5 yards (K.Rivers).,0,0,2012
20120905_DAL@NYG,1,48,22,DAL,NYG,2,10,46,(3:22) (Shotgun) T.Romo pass incomplete deep left to D.Bryant (C.Webster).,0,0,2012
20120905_DAL@NYG,1,48,13,DAL,NYG,3,10,46,(3:13) (Shotgun) T.Romo pass short left to K.Ogletree to NYG 37 for 9 yards (A.Rolle M.Coe).,0,0,2012
20120905_DAL@NYG,1,47,46,DAL,NYG,4,1,37,(2:46) L.Vickers left guard to NYG 37 for no gain (A.Rolle K.Rivers).,0,0,2012
20120905_DAL@NYG,1,47,12,NYG,DAL,1,10,63,(2:12) E.Manning pass short right to H.Nicks to NYG 47 for 10 yards (M.Claiborne).,0,0,2012
20120905_DAL@NYG,1,46,35,NYG,DAL,1,10,53,(1:35) A.Bradshaw left end to 50 for 3 yards (S.Lissemore A.Spencer).,0,0,2012
20120905_DAL@NYG,1,45,58,NYG,DAL,2,7,50,(:58) A.Bradshaw right guard to DAL 45 for 5 yards (J.Hatcher).,0,0,2012
20120905_DAL@NYG,1,45,21,NYG,DAL,3,2,45,(:21) (Shotgun) E.Manning pass short right to V.Cruz pushed ob at DAL 41 for 4 yards (O.Scandrick).,0,0,2012
20120905_DAL@NYG,2,45,0,NYG,DAL,1,10,41,(15:00) E.Manning sacked at NYG 44 for -15 yards (D.Ware).,0,0,2012
20120905_DAL@NYG,2,44,30,NYG,DAL,2,25,56,(14:30) (Shotgun) E.Manning pass short middle to V.Cruz to DAL 45 for 11 yards (S.Lee).,0,0,2012
20120905_DAL@NYG,2,43,46,NYG,DAL,3,14,45,(13:46) (Shotgun) E.Manning pass incomplete short right to H.Nicks.,0,0,2012
20120905_DAL@NYG,2,43,36,NYG,DAL,4,14,45,(13:36) S.Weatherford punts 45 yards to end zone Center-Z.DeOssie Touchback.,0,0,2012
20120905_DAL@NYG,2,43,27,DAL,NYG,1,10,80,(13:27) T.Romo pass short middle to D.Bryant to DAL 38 for 18 yards (C.Blackburn).,0,0,2012
20120905_DAL@NYG,2,42,41,DAL,NYG,1,10,62,(12:41) D.Murray right end to DAL 37 for -1 yards (K.Rivers).,0,0,2012
20120905_DAL@NYG,2,41,57,DAL,NYG,2,11,63,(11:57) T.Romo up the middle to DAL 45 for 8 yards (J.Tuck).,0,0,2012
20120905_DAL@NYG,2,41,10,DAL,NYG,3,3,55,(11:10) (Shotgun) PENALTY on DAL-T.Romo Delay of Game 5 yards enforced at DAL 45 - No Play.,0,0,2012
20120905_DAL@NYG,2,40,46,DAL,NYG,3,8,60,(10:46) (Shotgun) T.Romo pass short middle intended for K.Ogletree INTERCEPTED by M.Boley at NYG 47. M.Boley pushed ob at DAL 2 for 51 yards (T.Smith). PENALTY on DAL-T.Smith Horse Collar Tackle 1 yard enforced at DAL 2.,0,0,2012
20120905_DAL@NYG,2,40,30,NYG,DAL,1,1,1,(10:30) A.Bradshaw right end pushed ob at DAL 3 for -2 yards (A.Spencer).,0,0,2012
20120905_DAL@NYG,2,40,5,NYG,DAL,2,3,3,(10:05) A.Bradshaw left tackle to DAL 4 for -1 yards (M.Spears J.Price-Brent).,0,0,2012
20120905_DAL@NYG,2,39,23,NYG,DAL,3,4,4,(9:23) (Shotgun) E.Manning pass incomplete short middle to V.Cruz (O.Scandrick).,0,0,2012
20120905_DAL@NYG,2,39,14,NYG,DAL,4,4,4,(9:14) L.Tynes 22 yard field goal is GOOD Center-Z.DeOssie Holder-S.Weatherford.,0,0,2012
20120905_DAL@NYG,2,39,14,NYG,DAL,,,4,L.Tynes kicks 67 yards from NYG 35 to DAL -2. F.Jones to DAL 20 for 22 yards (W.Hill).,3,0,2012
20120905_DAL@NYG,2,39,5,DAL,NYG,1,10,80,(9:05) D.Murray right tackle to DAL 22 for 2 yards (M.Coe K.Rivers).,0,3,2012
20120905_DAL@NYG,2,38,33,DAL,NYG,2,8,78,(8:33) T.Romo pass short left to J.Hanna to DAL 32 for 10 yards (K.Rivers).,0,3,2012
20120905_DAL@NYG,2,37,59,DAL,NYG,1,10,68,(7:59) D.Murray right tackle to DAL 35 for 3 yards (R.Bernard J.Pierre-Paul).,0,3,2012
20120905_DAL@NYG,2,37,20,DAL,NYG,2,7,65,(7:20) PENALTY on DAL-D.Free False Start 5 yards enforced at DAL 35 - No Play.,0,3,2012
20120905_DAL@NYG,2,36,52,DAL,NYG,2,12,70,(6:52) D.Murray left guard to DAL 27 for -3 yards (J.Pierre-Paul).,0,3,2012
20120905_DAL@NYG,2,36,6,DAL,NYG,3,15,73,(6:06) (Shotgun) T.Romo pass short left to K.Ogletree to DAL 36 for 9 yards (M.Coe).,0,3,2012
20120905_DAL@NYG,2,35,28,DAL,NYG,4,6,64,(5:28) C.Jones punts 48 yards to NYG 16 Center-L.Ladouceur fair catch by D.Hixon.,0,3,2012
20120905_DAL@NYG,2,35,18,NYG,DAL,1,10,84,(5:18) A.Bradshaw left guard to NYG 16 for no gain (B.Carter).,3,0,2012
20120905_DAL@NYG,2,34,37,NYG,DAL,2,10,84,(4:37) A.Bradshaw right end to NYG 18 for 2 yards (K.Coleman A.Spencer).,3,0,2012
20120905_DAL@NYG,2,33,50,NYG,DAL,3,8,82,(3:50) (Shotgun) E.Manning pass incomplete deep right to M.Bennett.,3,0,2012
20120905_DAL@NYG,2,33,42,NYG,DAL,4,8,82,(3:42) S.Weatherford punts 54 yards to DAL 28 Center-Z.DeOssie. D.Bryant ran ob at DAL 27 for -1 yards.,3,0,2012
20120905_DAL@NYG,2,33,34,DAL,NYG,1,10,73,(3:34) PENALTY on DAL-T.Smith False Start 5 yards enforced at DAL 27 - No Play.,0,3,2012
20120905_DAL@NYG,2,33,34,DAL,NYG,1,15,78,(3:34) T.Romo pass short left to D.Bryant ran ob at DAL 35 for 13 yards.,0,3,2012
20120905_DAL@NYG,2,33,11,DAL,NYG,2,2,65,(3:11) T.Romo pass short left to J.Witten to DAL 38 for 3 yards (C.Blackburn M.Coe).,0,3,2012
20120905_DAL@NYG,2,32,34,DAL,NYG,1,10,62,(2:34) D.Murray left guard to DAL 47 for 9 yards (K.Phillips).,0,3,2012
20120905_DAL@NYG,2,32,4,DAL,NYG,2,1,53,(2:04) T.Romo pass incomplete short right to K.Ogletree.,0,3,2012
20120905_DAL@NYG,2,31,59,DAL,NYG,3,1,53,(1:59) (Shotgun) T.Romo pass deep right to D.Bryant to NYG 15 for 38 yards (K.Phillips).,0,3,2012
20120905_DAL@NYG,2,31,15,DAL,NYG,1,10,15,(1:15) (Shotgun) T.Romo pass short right to K.Ogletree to NYG 10 for 5 yards (J.Williams).,0,3,2012
20120905_DAL@NYG,2,31,7,DAL,NYG,2,5,10,(1:07) (Shotgun) T.Romo pass short middle to K.Ogletree for 10 yards TOUCHDOWN.,0,3,2012
20120905_DAL@NYG,2,31,7,DAL,NYG,,,10,D.Bailey extra point is GOOD Center-L.Ladouceur Holder-C.Jones.,0,3,2012
20120905_DAL@NYG,2,31,7,DAL,NYG,,,10,D.Bailey kicks 67 yards from DAL 35 to NYG -2. D.Wilson to NYG 30 for 32 yards (B.Church).,7,3,2012
20120905_DAL@NYG,2,30,54,NYG,DAL,1,10,70,(:54) (Shotgun) E.Manning pass incomplete short left to V.Cruz.,3,7,2012
20120905_DAL@NYG,2,30,48,NYG,DAL,2,10,70,(:48) (Shotgun) E.Manning sacked at NYG 24 for -6 yards (D.Ware).,3,7,2012
20120905_DAL@NYG,2,30,4,NYG,DAL,3,16,76,(:04) (Shotgun) A.Bradshaw up the middle to NYG 29 for 5 yards (A.Spencer).,3,7,2012
20120905_DAL@NYG,3,30,0,NYG,DAL,,,76,L.Tynes kicks 73 yards from NYG 35 to DAL -8. F.Jones Touchback.,3,7,2012
20120905_DAL@NYG,3,30,0,DAL,NYG,1,10,80,(15:00) T.Romo pass short right to D.Murray to DAL 29 for 9 yards (M.Kiwanuka J.Tuck).,7,3,2012
20120905_DAL@NYG,3,29,25,DAL,NYG,2,1,71,(14:25) D.Murray left guard to DAL 31 for 2 yards (J.Pierre-Paul J.Williams).,7,3,2012
20120905_DAL@NYG,3,28,42,DAL,NYG,1,10,69,(13:42) T.Romo pass short left to D.Murray to DAL 31 for no gain (A.Rolle).,7,3,2012
20120905_DAL@NYG,3,28,0,DAL,NYG,2,10,69,(13:00) D.Murray left tackle to DAL 40 for 9 yards (A.Rolle J.Williams).,7,3,2012
20120905_DAL@NYG,3,27,8,DAL,NYG,3,1,60,(12:08) D.Murray left end to DAL 44 for 4 yards (A.Rolle).,7,3,2012
20120905_DAL@NYG,3,26,27,DAL,NYG,1,10,56,(11:27) T.Romo pass incomplete short middle to F.Jones.,7,3,2012
20120905_DAL@NYG,3,26,20,DAL,NYG,2,10,56,(11:20) T.Romo pass short right to D.Bryant to NYG 40 for 16 yards (A.Rolle).,7,3,2012
20120905_DAL@NYG,3,25,42,DAL,NYG,1,10,40,(10:42) T.Romo pass incomplete short left to J.Witten.,7,3,2012
20120905_DAL@NYG,3,25,32,DAL,NYG,2,10,40,(10:32) T.Romo pass deep right to K.Ogletree for 40 yards TOUCHDOWN.,7,3,2012
20120905_DAL@NYG,3,25,32,DAL,NYG,,,40,D.Bailey extra point is GOOD Center-L.Ladouceur Holder-C.Jones.,7,3,2012
20120905_DAL@NYG,3,25,32,DAL,NYG,,,40,D.Bailey kicks 61 yards from DAL 35 to NYG 4. A.Brown to NYG 11 for 7 yards (J.Hanna A.Albright).,14,3,2012
20120905_DAL@NYG,3,25,19,NYG,DAL,1,10,89,(10:19) (Shotgun) E.Manning pass short right to D.Hixon to NYG 23 for 12 yards (B.Carter).,3,14,2012
20120905_DAL@NYG,3,24,47,NYG,DAL,1,10,77,(9:47) A.Bradshaw left guard to NYG 25 for 2 yards (J.Hatcher).,3,14,2012
20120905_DAL@NYG,3,24,11,NYG,DAL,2,8,75,(9:11) E.Manning pass short right to M.Bennett pushed ob at NYG 37 for 12 yards (A.Spencer; B.Church). PENALTY on NYG-V.Cruz Illegal Block Above the Waist 10 yards enforced at NYG 37.,3,14,2012
20120905_DAL@NYG,3,23,46,NYG,DAL,2,6,73,(8:46) (Shotgun) E.Manning pass short right to A.Bradshaw to NYG 33 for 6 yards (S.Lee).,3,14,2012
20120905_DAL@NYG,3,22,52,NYG,DAL,1,10,67,(7:52) E.Manning pass short left to H.Nicks to NYG 45 for 12 yards (M.Claiborne).,3,14,2012
20120905_DAL@NYG,3,22,20,NYG,DAL,1,10,55,(7:20) A.Bradshaw left end to 50 for 5 yards (G.Sensabaugh).,3,14,2012
20120905_DAL@NYG,3,21,48,NYG,DAL,2,5,50,(6:48) E.Manning pass short right to H.Hynoski to DAL 49 for 1 yard (A.Spencer) [V.Butler].,3,14,2012
20120905_DAL@NYG,3,21,9,NYG,DAL,3,4,49,(6:09) (Shotgun) E.Manning pass deep left to D.Hixon to DAL 10 for 39 yards (M.Silva).,3,14,2012
